Gene ID,Gene Name or Symbol,Product Description
CNAG_03498,N/A,metalloreductase
CNAG_03499,N/A,twin-arginine translocation pathway signal peptide
CNAG_03500,N/A,osmosensor
CNAG_03502,N/A,magnesium transporter
CNAG_03503,N/A,ATP-binding cassette transporter protein YOR1
CNAG_03504,N/A,hypothetical protein
CNAG_03507,N/A,mitochondrial-processing peptidase subunit beta
CNAG_03508,N/A,hypothetical protein
CNAG_03509,N/A,pyruvate dehydrogenase X component
CNAG_03510,N/A,large subunit ribosomal protein L36e
CNAG_03511,N/A,hypothetical protein
CNAG_03512,N/A,hypothetical protein
CNAG_03513,N/A,ribosomal RNA-processing protein 7
CNAG_03516,N/A,hypothetical protein
CNAG_03517,N/A,NADH dehydrogenase
CNAG_03518,N/A,Phenylacrylic acid decarboxylase
CNAG_03519,N/A,cytoplasmic protein
CNAG_03520,N/A,hypothetical protein
CNAG_03521,N/A,DNA-directed RNA polymerase III subunit RPC10
CNAG_03522,N/A,hypothetical protein
CNAG_03523,N/A,"solute carrier family 25, member 38"
CNAG_03524,N/A,transmembrane receptor
CNAG_03525,N/A,"alpha,alpha-trehalase"
CNAG_03526,N/A,chromosome transmission fidelity protein 8
CNAG_03527,N/A,cytoplasmic protein
CNAG_03528,N/A,AP-2 complex subunit alpha
CNAG_03531,N/A,3-beta hydroxysteroid dehydrogenase/isomerase
CNAG_03532,N/A,3-beta hydroxysteroid dehydrogenase/isomerase
CNAG_03533,N/A,JmjC domain-containing histone demethylation protein 1
CNAG_03534,N/A,hypothetical protein
CNAG_03538,N/A,hypothetical protein
CNAG_03539,N/A,hypothetical protein
CNAG_03540,N/A,"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit"
CNAG_03541,N/A,hypothetical protein
CNAG_03542,N/A,Arginase
CNAG_03543,N/A,hypothetical protein
CNAG_03544,N/A,hypothetical protein
CNAG_03545,N/A,hypothetical protein
CNAG_03546,N/A,hypothetical protein
CNAG_03547,N/A,hypothetical protein
CNAG_03548,N/A,hypothetical protein
CNAG_03550,N/A,zinc finger HIT domain-containing protein 1
CNAG_03551,N/A,hypothetical protein
CNAG_03552,N/A,hypothetical protein
CNAG_03553,N/A,hypothetical protein
CNAG_03554,N/A,"coatomer protein complex, subunit alpha (xenin)"
CNAG_03555,N/A,acylglycerone-phosphate reductase
CNAG_03556,N/A,dimethylaniline monooxygenase
CNAG_03557,N/A,transcription initiation factor TFIIA small subunit
CNAG_03558,N/A,hypothetical protein
CNAG_03559,N/A,allantoate permease
CNAG_03560,N/A,hypothetical protein
CNAG_03561,N/A,hypothetical protein
CNAG_03562,N/A,D-amino-acid oxidase
CNAG_03563,N/A,aspartate-tRNA(Asn) ligase
CNAG_03564,N/A,hypothetical protein
CNAG_03565,N/A,plasma-membrane proton-efflux P-type ATPase
CNAG_03566,N/A,hypothetical protein
CNAG_03567,N/A,"RAM signaling network protein kinase, putative"
CNAG_03569,N/A,hypothetical protein
CNAG_03570,N/A,hypothetical protein
CNAG_03572,N/A,opsin 1
CNAG_03573,N/A,kynurenine 3-monooxygenase
CNAG_03575,N/A,alpha-L-rhamnosidase
CNAG_03576,N/A,cytochrome C assembly protein
CNAG_03577,N/A,large subunit ribosomal protein LP0
CNAG_03578,N/A,hypothetical protein
CNAG_03582,N/A,pH-response regulator protein palA/RIM20
CNAG_03583,N/A,hypothetical protein
CNAG_03584,N/A,Prp8 binding protein
CNAG_03586,N/A,hypothetical protein
CNAG_03587,N/A,hypothetical protein
CNAG_03588,N/A,L-aminoadipate-semialdehyde dehydrogenase
CNAG_03589,N/A,adrenodoxin-type ferredoxin
CNAG_03590,N/A,casein kinase II subunit beta
CNAG_03591,N/A,rab GDP-dissociation inhibitor
CNAG_03592,N/A,phosphomethylpyrimidine kinase
CNAG_03595,N/A,hypothetical protein
CNAG_03596,N/A,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)
CNAG_03597,N/A,"hypothetical protein, variant"
CNAG_03598,N/A,Ubiquitin
CNAG_03599,N/A,mandelate racemase/muconate lactonizing enzyme
CNAG_03600,N/A,"ATP-binding cassette, subfamily B (MDR/TAP), member 1"
CNAG_03602,N/A,U3 small nucleolar RNA-associated protein 5
CNAG_03603,N/A,ATP-dependent RNA helicase HAS1
CNAG_03604,N/A,mRNA 3'-end-processing protein yth1
CNAG_03605,N/A,hypothetical protein
CNAG_03606,N/A,translation initiation factor aIF-2
CNAG_03607,N/A,hypothetical protein
CNAG_03608,N/A,hypothetical protein
CNAG_03609,N/A,hypothetical protein
CNAG_03610,N/A,mRNA guanylyltransferase
CNAG_03612,N/A,Threonine synthase
CNAG_03613,N/A,hypothetical protein
CNAG_03614,N/A,hypothetical protein
CNAG_03617,N/A,clampless protein 1
CNAG_03618,N/A,NADPH2:quinone reductase
CNAG_03619,N/A,"solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3"
CNAG_03620,N/A,hypothetical protein
CNAG_03621,N/A,Cyclophilin A
CNAG_03622,N/A,cell polarity protein mor2
CNAG_03623,N/A,malonic semialdehyde reductase
CNAG_03624,N/A,pescadillo
CNAG_03625,N/A,RNA polymerase I-specific transcription initiation factor RRN7
CNAG_03626,N/A,actin cross-linking protein
CNAG_03627,N/A,Cyclophilin A
CNAG_03628,N/A,hypothetical protein
CNAG_03629,N/A,"NADH dehydrogenase (quinone), G subunit"
CNAG_03630,N/A,hypothetical protein
CNAG_03631,N/A,hypothetical protein
CNAG_03632,N/A,hypothetical protein
CNAG_03633,N/A,hypothetical protein
CNAG_03634,N/A,DNA-directed RNA polymerase I subunit RPA49
CNAG_03635,N/A,hypothetical protein
CNAG_03636,N/A,DNA-directed RNA polymerase I and III subunit RPAC2
CNAG_03637,N/A,ATP-dependent DNA helicase 2 subunit 2
CNAG_03638,N/A,heterokaryon incompatibility protein Het-C
CNAG_03639,N/A,hypothetical protein
CNAG_03640,N/A,hypothetical protein
CNAG_03641,N/A,translation initiation factor 3 subunit D
CNAG_03642,N/A,hypothetical protein
CNAG_03643,N/A,hypothetical protein
CNAG_03644,N/A,capsule related protein
CNAG_03645,N/A,NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
CNAG_03646,N/A,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
CNAG_03647,N/A,hypothetical protein
CNAG_03648,N/A,UDP-glucose:glycoprotein glucosyltransferase
CNAG_03649,N/A,hypothetical protein
CNAG_03650,N/A,hypothetical protein
CNAG_03651,N/A,syntaxin 7
CNAG_03652,N/A,dynactin 6
CNAG_03653,N/A,hypothetical protein
CNAG_03654,N/A,ATP-dependent DNA helicase
CNAG_03655,N/A,hypothetical protein
CNAG_03656,N/A,hypothetical protein
CNAG_03657,N/A,hypothetical protein
CNAG_03658,N/A,hypothetical protein
CNAG_03659,N/A,DNA replication regulator DPB11
CNAG_03660,N/A,lipoate-protein ligase A
CNAG_03661,N/A,hypothetical protein
CNAG_03662,N/A,hypothetical protein
CNAG_03663,N/A,L-lactate dehydrogenase
CNAG_03664,N/A,high-affinity nickel-transporter
CNAG_03665,N/A,ATP-dependent RNA helicase DDX35
CNAG_03666,N/A,acyl-CoA dehydrogenase
CNAG_03667,N/A,hypothetical protein
CNAG_03668,N/A,hypothetical protein
CNAG_03669,N/A,hypothetical protein
CNAG_03670,N/A,IRE protein kinase
CNAG_03671,N/A,hypothetical protein
CNAG_03672,N/A,BET3 family protein
CNAG_03673,N/A,serine/threonine-protein phosphatase PP-Z1
CNAG_03674,N/A,"oxoglutarate dehydrogenase (succinyl- transferring), E1 component"
CNAG_03675,N/A,pumilio domain-containing protein
CNAG_03676,N/A,D-lactate dehydrogenase
CNAG_03677,N/A,hypothetical protein
CNAG_03678,N/A,hypothetical protein
CNAG_03679,N/A,hypothetical protein
CNAG_03680,N/A,Predicted Rho guanine nucleotide exchange factor (Rho GEF)
CNAG_03681,N/A,peptidylprolyl isomerase domain and WD-repeat protein 1
CNAG_03682,N/A,FK506-binding protein 1
CNAG_03683,N/A,short-chain dehydrogenase/reductase SDR
CNAG_03684,N/A,"ATP-binding cassette, subfamily B (MDR/TAP), member 10"
CNAG_03685,N/A,hypothetical protein
CNAG_03686,N/A,UDP-N-acetylglucosamine transferase subunit ALG14
CNAG_03687,N/A,hypothetical protein
CNAG_03688,N/A,hypothetical protein
CNAG_03689,N/A,zf-C3HC4 type zinc finger protein
CNAG_03692,N/A,hypothetical protein
CNAG_03693,N/A,large subunit ribosomal protein L11
CNAG_03694,N/A,iron ion transporter
CNAG_03695,N/A,capsule biosynthetic protein
CNAG_03696,N/A,hypothetical protein
CNAG_03697,N/A,hormone-sensitive lipase
CNAG_03698,N/A,E3 ubiquitin-protein ligase UBR7
CNAG_03699,N/A,pre-mRNA-processing ATP-dependent RNA helicase PRP5
CNAG_03700,N/A,hypothetical protein
CNAG_03701,N/A,3-phosphoshikimate 1-carboxyvinyltransferase
CNAG_03702,N/A,tubulin-folding cofactor B
CNAG_03703,N/A,hypothetical protein
CNAG_03704,N/A,hypothetical protein
CNAG_03705,N/A,hypothetical protein
CNAG_03706,N/A,serine/threonine-protein phosphatase PP1
CNAG_03707,N/A,efflux protein
CNAG_03708,N/A,signal recognition particle subunit SRP72
CNAG_03709,N/A,hypothetical protein
CNAG_03710,N/A,hypothetical protein
CNAG_03711,N/A,oligosaccharidyl-lipid flippase
CNAG_03712,N/A,hypothetical protein
CNAG_03713,N/A,efflux protein EncT
CNAG_03714,N/A,microtubule motor protein
CNAG_03715,N/A,hypothetical protein
CNAG_03716,N/A,pr4/barwin domain protein
CNAG_03717,N/A,hypothetical protein
CNAG_03718,N/A,mitochondrial intermediate peptidase 2
CNAG_03719,N/A,Putative transporter of the major facilitator superfamily (MFS)
CNAG_03720,N/A,D-tyrosyl-tRNA(Tyr) deacylase
CNAG_03721,N/A,26S proteasome regulatory subunit N12
CNAG_03722,N/A,RAN protein binding protein
CNAG_03723,N/A,nuclear protein
CNAG_03724,N/A,ribosomal RNA methyltransferase Nop2
CNAG_03725,N/A,dTDP-4-dehydrorhamnose reductase
CNAG_03726,N/A,hypothetical protein
CNAG_03727,N/A,hypothetical protein
CNAG_03728,N/A,hypothetical protein
CNAG_03729,N/A,peroxin-5
CNAG_03730,N/A,DNA-directed RNA polymerase II subunit RPB11
CNAG_03731,N/A,hypothetical protein
CNAG_03732,N/A,Integral membrane protein
CNAG_03733,N/A,hypothetical protein
CNAG_03734,N/A,hypothetical protein
CNAG_03735,N/A,"beta-1,2-xylosyltransferase"
CNAG_03738,N/A,pantetheine-phosphate adenylyltransferase
CNAG_03739,N/A,large subunit ribosomal protein L10-like
CNAG_03740,N/A,hypothetical protein
CNAG_03741,N/A,hypothetical protein
CNAG_03742,N/A,staphylococcal nuclease domain-containing protein 1
CNAG_03743,N/A,glutamine amidotransferase
CNAG_03744,N/A,hypothetical protein
CNAG_03745,N/A,hypothetical protein
CNAG_03746,N/A,hypothetical protein
CNAG_03747,N/A,large subunit ribosomal protein L27Ae
CNAG_03748,N/A,large subunit ribosomal protein L19
CNAG_03751,N/A,calcium channel protein
CNAG_03752,N/A,hypothetical protein
CNAG_03753,N/A,dolichol-phosphate mannosyltransferase
CNAG_03754,N/A,short-chain dehydrogenase/reductase SDR
CNAG_03755,N/A,hypothetical protein
CNAG_03756,N/A,hypothetical protein
CNAG_03759,N/A,conidiation-specific protein 6
CNAG_03760,N/A,hypothetical protein
CNAG_03761,N/A,mRNA 3'-end-processing protein rna14
CNAG_03762,N/A,AdoMet-dependent rRNA methyltransferase spb1
CNAG_03763,N/A,IQ domain-containing GTPase activating protein
CNAG_03764,N/A,Integral membrane protein
CNAG_03765,N/A,trehalose-phosphatase
CNAG_03766,N/A,ankyrin repeat-containing protein
CNAG_03767,N/A,cohesin complex subunit Psm1
CNAG_03768,N/A,hypothetical protein
CNAG_03769,N/A,Hexokinase
CNAG_03770,N/A,hypothetical protein
CNAG_03771,N/A,DNA binding protein Ncp1
CNAG_03772,N/A,high-affinity glucose transporter
CNAG_03775,N/A,"hypothetical protein, variant 2"
CNAG_03776,N/A,hypothetical protein
CNAG_03777,N/A,hypothetical protein
CNAG_03779,N/A,large subunit ribosomal protein L4
CNAG_03780,N/A,small subunit ribosomal protein S16
CNAG_03781,N/A,SUN domain-containing protein
CNAG_03782,N/A,hypothetical protein
CNAG_03783,N/A,hypothetical protein
CNAG_03784,N/A,hypothetical protein
CNAG_03785,N/A,"alpha,alpha-trehalase"
CNAG_03786,N/A,lysophospholipase
CNAG_03787,N/A,tubulin alpha-1A chain
CNAG_03788,N/A,hypothetical protein
CNAG_03789,N/A,mRNA turnover protein 4
CNAG_03790,N/A,hypothetical protein
CNAG_03791,N/A,CAMKK/ELM protein kinase
CNAG_03792,N/A,tRNA adenylyltransferase
CNAG_03793,N/A,hypothetical protein
CNAG_03794,N/A,endoplasmic reticulum protein
CNAG_03795,N/A,N-glycosylase/DNA lyase
CNAG_03796,N/A,NAK protein kinase
CNAG_03797,N/A,hypothetical protein
CNAG_03798,N/A,hypothetical protein
CNAG_03805,N/A,calcium/proton exchanger
CNAG_03806,N/A,acyltransferase
CNAG_03807,N/A,E3 ubiquitin-protein ligase CCNP1IP1
CNAG_03808,N/A,aromatic amino acid aminotransferase I
CNAG_03809,N/A,hypothetical protein
CNAG_03810,N/A,large subunit ribosomal protein L13
CNAG_03811,N/A,AGC/YANK protein kinase
CNAG_03812,N/A,histidinol-phosphate transaminase
CNAG_03813,N/A,replication factor A3
CNAG_03814,N/A,small nuclear ribonucleoprotein Sm D2
CNAG_03815,N/A,hypothetical protein
CNAG_03816,N/A,20S proteasome subunit beta 1
CNAG_03817,N/A,cell growth-regulating nucleolar protein
CNAG_03818,N/A,"osomolarity two-component system, response regulator SSK1"
CNAG_03819,N/A,sterol 24-C-methyltransferase
CNAG_03820,N/A,nucleolar protein 14
CNAG_03821,N/A,phosphatidylinositol 3-kinase
CNAG_03822,N/A,monolysocardiolipin acyltransferase
CNAG_03823,N/A,RING-box protein 1
CNAG_03824,N/A,"solute carrier family 25 (mitochondrial phosphate transporter), member 3"
CNAG_03825,N/A,"hypothetical protein, variant"
CNAG_03826,N/A,histone acetyltransferase esa1
CNAG_03827,N/A,hypothetical protein
CNAG_03828,N/A,aromatic amino acid aminotransferase I
CNAG_03829,N/A,L-carnitine dehydratase/bile acid-inducible protein F
CNAG_03830,N/A,hypothetical protein
CNAG_03831,N/A,hypothetical protein
CNAG_03832,N/A,"alpha 1,2-mannosyltransferase"
CNAG_03833,N/A,hypothetical protein
CNAG_03834,N/A,C4-hydroxylase
CNAG_03835,N/A,DASH complex subunit DAD3
CNAG_03836,N/A,hypothetical protein
CNAG_03837,N/A,protein-L-isoaspartate O-methyltransferase
CNAG_03838,N/A,hypothetical protein
CNAG_03839,N/A,"CCR4-NOT transcription complex subunit 4, variant 1"
CNAG_03840,N/A,pre-mRNA-splicing factor cwc26
CNAG_03841,N/A,hypothetical protein
CNAG_03842,N/A,hypothetical protein
CNAG_03843,N/A,NAK protein kinase
CNAG_03844,N/A,nonselective cation channel protein
CNAG_03845,N/A,multidrug resistance protein fnx1
CNAG_03846,N/A,vacuolar membrane protein
CNAG_03847,N/A,hypothetical protein
CNAG_03848,N/A,glutathione transferase
CNAG_03849,N/A,nuclear protein
CNAG_03850,N/A,transcriptional activator spt7
CNAG_03851,N/A,general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
CNAG_03852,N/A,hypothetical protein
CNAG_03853,N/A,small copII coat GTPase
CNAG_03854,N/A,lysine decarboxylase
CNAG_03855,N/A,"phosphatidylinositol glycan, class M"
CNAG_03856,N/A,hypothetical protein
CNAG_03857,N/A,hypothetical protein
CNAG_03858,N/A,hypothetical protein
CNAG_03859,N/A,transcriptional regulator Medusa
CNAG_03861,N/A,cytochrome c oxidase subunit 5a
CNAG_03862,N/A,hypothetical protein
CNAG_03863,N/A,"protein arginine N-methyltransferase 1, variant"
CNAG_03864,N/A,hypothetical protein
CNAG_03865,N/A,cytoplasmic protein
CNAG_03866,N/A,solute carrier family 32 (vesicular inhibitory amino acid transporter)
CNAG_03867,N/A,hypothetical protein
CNAG_03868,N/A,hypothetical protein
CNAG_03869,N/A,hypothetical protein
CNAG_03870,N/A,delta8-fatty-acid desaturase
CNAG_03871,N/A,phosphotyrosine protein phosphatase
CNAG_03872,N/A,putative ubiquitin carboxyl-terminal hydrolase
CNAG_03873,N/A,hypothetical protein
CNAG_03874,N/A,oxidoreductase
CNAG_03875,N/A,galactose-1-phosphate uridylyltransferase
CNAG_03876,N/A,Ras family protein
CNAG_03877,N/A,AP-3 complex subunit mu
CNAG_03878,N/A,hypothetical protein
CNAG_03881,N/A,hypothetical protein
CNAG_03882,N/A,hypothetical protein
CNAG_03883,N/A,hypothetical protein
CNAG_03884,N/A,hypothetical protein
CNAG_03885,N/A,cytoplasmic protein
CNAG_03886,N/A,hypothetical protein
CNAG_03887,N/A,hypothetical protein
CNAG_03888,N/A,hypothetical protein
CNAG_03889,N/A,hypothetical protein
CNAG_03890,N/A,protein lysine methyltransferase SET5
CNAG_03891,N/A,hsp60-like protein
CNAG_03892,N/A,chaperonin GroES
CNAG_03893,N/A,MAP kinase phosphatase
CNAG_03894,N/A,Putative Zn2-Cys6 zinc-finger transcription factor
CNAG_03896,N/A,hypothetical protein
CNAG_03897,N/A,protein BCP1
CNAG_03898,N/A,phosphoadenosine phosphosulfate reductase
CNAG_03899,N/A,hypoxia up-regulated 1
CNAG_03900,N/A,f-actin-capping protein subunit beta
CNAG_03901,N/A,magnesium transporter
CNAG_03902,N/A,"Regulator of drug sensitivity 2, putative"
CNAG_03903,N/A,hypothetical protein
CNAG_03904,N/A,26S protease regulatory subunit 6B
CNAG_03905,N/A,hypothetical protein
CNAG_03906,N/A,hypothetical protein
CNAG_03907,N/A,LIM domain containing protein
CNAG_03908,N/A,wd-repeat protein
CNAG_03909,N/A,hypothetical protein
CNAG_03910,N/A,"myo-inositol transporter, putative"
CNAG_03911,N/A,hydrolase
CNAG_03912,N/A,Putative major facilitator superfamily (MFS) transporter
CNAG_03913,N/A,hypothetical protein
CNAG_03914,N/A,"hypothetical protein, variant"
CNAG_03915,N/A,hypothetical protein
CNAG_03916,N/A,glucose-6-phosphate isomerase
CNAG_03917,N/A,nuclear pore complex protein Nup85
CNAG_03918,N/A,ram signaling network protein
CNAG_03919,N/A,"acetate non-utilizing protein 9, mitochondrial"
CNAG_03920,N/A,"isocitrate dehydrogenase, NADP-dependent"
CNAG_03921,N/A,hypothetical protein
CNAG_03922,N/A,hypothetical protein
CNAG_03923,N/A,crossover junction endonuclease mus81
CNAG_03924,N/A,nit protein 1
CNAG_03925,N/A,mitochondrial inner membrane protease subunit 2
CNAG_03926,N/A,"methionine aminopeptidase, type I"
CNAG_03927,N/A,hypothetical protein
CNAG_03928,N/A,adaptor protein complex AP-1
CNAG_03929,N/A,putative sugar transporter
CNAG_03930,N/A,hypothetical protein
CNAG_03931,N/A,mitochondrial import receptor subunit TOM40
CNAG_03932,N/A,cell cycle checkpoint protein
CNAG_03933,N/A,Transmembrane protein
CNAG_03934,N/A,hypothetical protein
CNAG_03935,N/A,endothelin-converting enzyme
CNAG_03936,N/A,"NAD(P)H:quinone oxidoreductase, type IV"
CNAG_03937,N/A,hypothetical protein
CNAG_03938,N/A,Nonmating-type specific pheromone G-protein coupled receptor
CNAG_03939,N/A,5-aminolevulinic acid synthase
CNAG_03940,N/A,elongator complex protein 2
CNAG_03941,N/A,20S proteasome subunit alpha 2
CNAG_03942,N/A,THO complex subunit 2
CNAG_03944,N/A,chaperone regulator
CNAG_03945,N/A,hypothetical protein
CNAG_03946,N/A,galactokinase
CNAG_03948,N/A,"NAD(P)H:quinone oxidoreductase, type IV"
CNAG_03949,N/A,4-nitrophenyl phosphatase
CNAG_03950,N/A,transcription elongation factor spt6
CNAG_03951,N/A,hypothetical protein
CNAG_03952,N/A,hypothetical protein
CNAG_03953,N/A,Sua5/YciO/YrdC/YwlC family protein
CNAG_03954,N/A,ribosomal RNA-processing protein 17
CNAG_03955,N/A,L-methionine transporter
CNAG_03956,N/A,replication factor C subunit 3/5
CNAG_03957,N/A,4-nitrophenyl phosphatase
CNAG_03958,N/A,hypothetical protein
CNAG_03959,N/A,hypothetical protein
CNAG_03960,N/A,Gly-Xaa carboxypeptidase
CNAG_03961,N/A,hypothetical protein
CNAG_03962,N/A,minichromosome maintenance protein 6
CNAG_03963,N/A,tyrosine phosphatase
CNAG_03964,N/A,zinc knuckle family protein
CNAG_03965,N/A,ribosome recycling factor
CNAG_03966,N/A,hypothetical protein
CNAG_03967,N/A,F-actin capping protein
CNAG_03968,N/A,polyadenylate-binding protein 2
CNAG_03971,N/A,hypothetical protein
CNAG_03972,N/A,hypothetical protein
CNAG_03973,N/A,hydantoinase
CNAG_03974,N/A,hypothetical protein
CNAG_03975,N/A,ribosome biogenesis protein ERB1
CNAG_03976,N/A,hypothetical protein
CNAG_03977,N/A,hypothetical protein
CNAG_03978,N/A,hypothetical protein
CNAG_03979,N/A,ATP(GTP)-binding protein Fet5
CNAG_03980,N/A,hypothetical protein
CNAG_03981,N/A,palmitoyltransferase pfa4
CNAG_03982,N/A,hypothetical protein
CNAG_03983,N/A,oxidoreductase
CNAG_03984,N/A,hypothetical protein
CNAG_03985,N/A,Grx4 family monothiol glutaredoxin
CNAG_03986,N/A,NAM9 protein
CNAG_03987,N/A,elongation factor 1 alpha-like protein
CNAG_03988,N/A,"solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11"
CNAG_03989,N/A,hypothetical protein
CNAG_03990,N/A,hypothetical protein
CNAG_03991,N/A,Integral membrane protein
CNAG_03992,N/A,GTP-binding protein 1
CNAG_03993,N/A,RP/EB family microtubule-associated protein
CNAG_03994,N/A,leucine carboxyl methyltransferase 1
CNAG_03995,N/A,hypothetical protein
CNAG_03996,N/A,guanosine-diphosphatase
CNAG_03997,N/A,hypothetical protein
CNAG_03998,N/A,MADS-box transcription factor
CNAG_03999,N/A,hypothetical protein
CNAG_04000,N/A,cytochrome c oxidase assembly protein subunit 11
CNAG_04001,N/A,20S proteasome subunit alpha 1
CNAG_04002,N/A,hypothetical protein
CNAG_04003,N/A,pumilio 2
CNAG_04004,N/A,small subunit ribosomal protein S1
CNAG_04005,N/A,cytoplasmic protein
CNAG_04006,N/A,hypothetical protein
CNAG_04007,N/A,septin ring protein
CNAG_04008,N/A,hypothetical protein
CNAG_04009,N/A,aminopeptidase 2
CNAG_04010,N/A,GTP cyclohydrolase I
CNAG_04011,N/A,large subunit ribosomal protein L37a
CNAG_04012,N/A,hypothetical protein
CNAG_04013,N/A,potassium channel protein
CNAG_04014,N/A,26S proteasome regulatory subunit N9
CNAG_04015,N/A,amino acid transporter
CNAG_04016,N/A,Identified spore protein 5
CNAG_04017,N/A,methionine-R-sulfoxide reductase
CNAG_04018,N/A,hypothetical protein
CNAG_04021,N/A,large subunit ribosomal protein L24
CNAG_04022,N/A,translation initiation factor
CNAG_04023,N/A,hypothetical protein
CNAG_04024,N/A,myo-inositol transporter
CNAG_04025,N/A,transaldolase
CNAG_04026,N/A,chromosome transmission fidelity protein 1
CNAG_04027,N/A,hypothetical protein
CNAG_04028,N/A,RNA binding protein
CNAG_04029,N/A,Cytochrome P450
CNAG_04030,N/A,hypothetical protein
CNAG_04031,N/A,ribosomal RNA large subunit methyltransferase J
CNAG_04032,N/A,AFG3 family protein
CNAG_04033,N/A,"alpha 1,3-glucosidase"
CNAG_04034,N/A,hypothetical protein
CNAG_04035,N/A,hypothetical protein
CNAG_04036,N/A,hypothetical protein
CNAG_04037,N/A,hypothetical protein
CNAG_04038,N/A,MFS quinate transporter QutD
CNAG_04039,N/A,"iron sulfur cluster assembly protein 2, mitochondrial"
CNAG_04040,N/A,AGC/RSK protein kinase
CNAG_04041,N/A,hypothetical protein
CNAG_04042,N/A,hypothetical protein
CNAG_04043,N/A,hypothetical protein
CNAG_04044,N/A,U3 small nucleolar RNA-associated protein 6
CNAG_04045,N/A,hypothetical protein
CNAG_04046,N/A,hypothetical protein
CNAG_04047,N/A,hypothetical protein
CNAG_04048,N/A,53 kda brg1-associated factor b
CNAG_04049,N/A,serine/threonine protein phosphatase 5 phosphatase
CNAG_04050,N/A,small nuclear ribonucleoprotein D3
CNAG_04051,N/A,ATP-dependent RNA helicase A
CNAG_04052,N/A,minichromosome maintenance protein 5 (cell division control protein 46)
CNAG_04053,N/A,hypothetical protein
CNAG_04054,N/A,translation initiation factor SUI1
CNAG_04055,N/A,cell cycle checkpoint protein
CNAG_04056,N/A,hypothetical protein
CNAG_04059,N/A,hypothetical protein
CNAG_04060,N/A,hypothetical protein
CNAG_04062,N/A,ribosome biogenesis protein ENP2
CNAG_04063,N/A,selenoprotein W
CNAG_04064,N/A,hypothetical protein
CNAG_04065,N/A,UDP-N-acetylglucosamine transferase subunit ALG13
CNAG_04066,N/A,endoribonuclease L-PSP
CNAG_04067,N/A,"Haloacid dehalogenase, type II"
CNAG_04068,N/A,large subunit ribosomal protein L28e
CNAG_04069,N/A,U4/U6 small nuclear ribonucleoprotein PRP31
CNAG_04070,N/A,exonuclease
CNAG_04071,N/A,20S proteasome subunit alpha 6
CNAG_04072,N/A,60S ribosome subunit biogenesis protein Nip7
CNAG_04073,N/A,hypothetical protein
CNAG_04074,N/A,coatomer beta' subunit
CNAG_04076,N/A,hypothetical protein
CNAG_04077,N/A,hypothetical protein
CNAG_04078,N/A,oligosaccharyltransferase complex subunit gamma
CNAG_04079,N/A,HAT1-interacting factor 1
CNAG_04080,N/A,"3-hydroxyanthranilate 3,4-dioxygenase"
CNAG_04081,N/A,hypothetical protein
CNAG_04082,N/A,proline-tRNA ligase
CNAG_04083,N/A,dolichol kinase
CNAG_04084,N/A,hypothetical protein
CNAG_04085,N/A,oxidoreductase
CNAG_04086,N/A,hypothetical protein
CNAG_04087,N/A,hypothetical protein
CNAG_04088,N/A,hypothetical protein
CNAG_04089,N/A,coatomer zeta subunit
CNAG_04090,N/A,activating transcription factor
CNAG_04091,N/A,hypothetical protein
CNAG_04092,N/A,Sugar transporter
CNAG_04093,N/A,putative transcription factor
CNAG_04094,N/A,hypothetical protein
CNAG_04095,N/A,alpha-L-rhamnosidase
CNAG_04096,N/A,racemase
CNAG_04097,N/A,glucose 1-dehydrogenase
CNAG_04098,N/A,"ATP-binding cassette, subfamily G (WHITE), member 2, PDR"
CNAG_04099,N/A,"6-phosphogluconate dehydrogenase, decarboxylating"
CNAG_04100,N/A,hypothetical protein
CNAG_04101,N/A,hypothetical protein
CNAG_04102,N/A,hypothetical protein
CNAG_04103,N/A,hypothetical protein
CNAG_04104,N/A,mucin-desulfating sulfatase
CNAG_04105,N/A,hypothetical protein
CNAG_04106,N/A,hypothetical protein
CNAG_04107,N/A,hypothetical protein
CNAG_04108,N/A,pyruvate dehydrogenase kinase
CNAG_04109,N/A,hypothetical protein
CNAG_04110,N/A,Glutathione S-transferase
CNAG_04111,N/A,"lectin, mannose-binding 2"
CNAG_04112,N/A,oxidoreductase
CNAG_04113,N/A,hypothetical protein
CNAG_04114,N/A,small subunit ribosomal protein S0
CNAG_04115,N/A,hypothetical protein
CNAG_04116,N/A,hypothetical protein
CNAG_04117,N/A,hypothetical protein
CNAG_04118,N/A,CMGC/CDK/CRK7 protein kinase
CNAG_04119,N/A,rho guanyl-nucleotide exchange factor
CNAG_04120,N/A,RNA polymerase II subunit A domain phosphatase
CNAG_04121,N/A,hypothetical protein
CNAG_04122,N/A,galactose dehydrogenase
CNAG_04124,N/A,hypothetical protein
CNAG_04126,N/A,hypothetical protein
CNAG_04127,N/A,pre-mRNA-splicing factor cwc24
CNAG_04128,N/A,GTPase inhibitor
