Gene ID,Gene Name or Symbol,Product Description
CNAG_07020,N/A,hypothetical protein
CNAG_07022,N/A,hypothetical protein
CNAG_07026,N/A,hypothetical protein
CNAG_07027,N/A,protein SPT2
CNAG_07028,N/A,26S proteasome regulatory subunit N11
CNAG_07029,N/A,vesicle-associated membrane protein 7
CNAG_07030,N/A,hypothetical protein
CNAG_07032,N/A,"peroxiredoxin 5, atypical 2-Cys peroxiredoxin"
CNAG_07033,N/A,hypothetical protein
CNAG_07041,N/A,hypothetical protein
CNAG_07042,N/A,hypothetical protein
CNAG_07043,N/A,hypothetical protein
CNAG_07076,N/A,hypothetical protein
CNAG_07093,N/A,hypothetical protein
CNAG_07108,N/A,tip120-family protein
CNAG_07114,N/A,V-type proton ATPase proteolipid subunit 2
CNAG_07124,N/A,hypothetical protein
CNAG_07162,N/A,origin recognition complex subunit 2
CNAG_07163,N/A,preprotein translocase subunit YidC
CNAG_07164,N/A,hypothetical protein
CNAG_07176,N/A,hypothetical protein
CNAG_07177,N/A,NADH dehydrogenase (ubiquinone) Fe-S protein 3
CNAG_07188,N/A,hypothetical protein
CNAG_07203,N/A,hypothetical protein
CNAG_07253,N/A,cupin domain-containing protein
CNAG_07276,N/A,hypothetical protein
CNAG_07303,N/A,hypothetical protein
CNAG_07304,N/A,hypothetical protein
CNAG_07305,N/A,hypothetical protein
CNAG_07306,N/A,hypothetical protein
CNAG_07307,N/A,hypothetical protein
CNAG_07308,N/A,hypothetical protein
CNAG_07309,N/A,mRNA surveillance protein pelota
CNAG_07310,N/A,hypothetical protein
CNAG_07311,N/A,compass component bre2
CNAG_07312,N/A,hypothetical protein
CNAG_07313,N/A,hypothetical protein
CNAG_07314,N/A,hypothetical protein
CNAG_07315,N/A,T-cell immuno-modulatory protein homolog
CNAG_07316,N/A,hydroxyacid-oxoacid transhydrogenase
CNAG_07317,N/A,hypothetical protein
CNAG_07318,N/A,AP-1 complex subunit gamma-1
CNAG_07319,N/A,hypothetical protein
CNAG_07320,N/A,hypothetical protein
CNAG_07321,N/A,hypothetical protein
CNAG_07322,N/A,hypothetical protein
CNAG_07323,N/A,cactin
CNAG_07324,N/A,hypothetical protein
CNAG_07325,N/A,hypothetical protein
CNAG_07326,N/A,hypothetical protein
CNAG_07327,N/A,hypothetical protein
CNAG_07328,N/A,hypothetical protein
CNAG_07329,N/A,hypothetical protein
CNAG_07330,N/A,hypothetical protein
CNAG_07331,N/A,hypothetical protein
CNAG_07332,N/A,"hypothetical protein, variant"
CNAG_07333,N/A,ubiquitin carboxyl-terminal hydrolase 25/28
CNAG_07334,N/A,ferric-chelate reductase
CNAG_07335,N/A,cystinosin
CNAG_07336,N/A,hypothetical protein
CNAG_07337,N/A,hypothetical protein
CNAG_07338,N/A,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
CNAG_07339,N/A,hypothetical protein
CNAG_07340,N/A,hypothetical protein
CNAG_07341,N/A,hypothetical protein
CNAG_07342,N/A,cytoplasmic protein
CNAG_07344,N/A,ras guanyl-nucleotide exchange factor
CNAG_07345,N/A,hypothetical protein
CNAG_07346,N/A,T-complex protein 1 subunit eta
CNAG_07347,N/A,Heat shock protein
CNAG_07348,N/A,phosphopantothenoylcysteine decarboxylase
CNAG_07349,N/A,hypothetical protein
CNAG_07350,N/A,hypothetical protein
CNAG_07351,N/A,hypothetical protein
CNAG_07352,N/A,hypothetical protein
CNAG_07353,N/A,26S proteasome non-ATPase regulatory subunit 9
CNAG_07354,N/A,"3'(2'),5'-bisphosphate nucleotidase"
CNAG_07355,N/A,hypothetical protein
CNAG_07356,N/A,"succinate dehydrogenase, cytochrome b556 subunit"
CNAG_07357,N/A,hypothetical protein
CNAG_07358,N/A,hypothetical protein
CNAG_07359,N/A,Atypical/ABC1/ABC1-C protein kinase
CNAG_07360,N/A,hypothetical protein
CNAG_07361,N/A,hypothetical protein
CNAG_07362,N/A,nucleolin
CNAG_07363,N/A,"isocitrate dehydrogenase, NAD-dependent"
CNAG_07364,N/A,WD-repeat protein 21A
CNAG_07365,N/A,oxidoreductase
CNAG_07367,N/A,amino acid transporter
CNAG_07368,N/A,calcium activated cation channel protein
CNAG_07369,N/A,hypothetical protein
CNAG_07370,N/A,hypothetical protein
CNAG_07372,N/A,"6-phosphofructo-2-kinase/fructose-2, 6- bisphosphatase"
CNAG_07373,N/A,"Carbamoyl-phosphate synthase, large subunit"
CNAG_07374,N/A,DNA-directed RNA polymerase III subunit RPC5
CNAG_07375,N/A,guanyl-nucleotide exchange factor
CNAG_07376,N/A,hypothetical protein
CNAG_07377,N/A,transformation/transcription domain-associated protein
CNAG_07380,N/A,hypothetical protein
CNAG_07381,N/A,ATP-dependent RNA helicase prh1
CNAG_07382,N/A,hypothetical protein
CNAG_07386,N/A,hypothetical protein
CNAG_07387,N/A,siderophore-iron transporter Str3
CNAG_07388,N/A,hypothetical protein
CNAG_07389,N/A,Flavin-containing monooxygenase
CNAG_07390,N/A,hypothetical protein
CNAG_07391,N/A,hypothetical protein
CNAG_07392,N/A,hypothetical protein
CNAG_07393,N/A,hypothetical protein
CNAG_07394,N/A,hypothetical protein
CNAG_07395,N/A,hypothetical protein
CNAG_07396,N/A,hypothetical protein
CNAG_07399,N/A,hypothetical protein
CNAG_07400,N/A,aspartate-tRNA(Asn) ligase
CNAG_07401,N/A,hypothetical protein
CNAG_07402,N/A,pantothenate transporter
CNAG_07403,N/A,Peroxisomal ATPase PEX1
CNAG_07404,N/A,hypothetical protein
CNAG_07405,N/A,hypothetical protein
CNAG_07406,N/A,pheromone alpha
CNAG_07407,N/A,fungal mating-type pheromone
CNAG_07408,N/A,ste/ste20/paka protein kinase
CNAG_07409,N/A,"DNA-directed RNA polymerase, mitochondrial"
CNAG_07410,N/A,CID1-family polyA polymerase
CNAG_07411,N/A,histone demethylase JARID1
CNAG_07412,N/A,hypothetical protein
CNAG_07413,N/A,nucleolar GTP-binding protein 2
CNAG_07414,N/A,pantoate-beta-alanine ligase
CNAG_07415,N/A,hypothetical protein
CNAG_07416,N/A,exosome complex component RRP41
CNAG_07417,N/A,hypothetical protein
CNAG_07418,N/A,defective in Cullin neddylation protein 1
CNAG_07419,N/A,hypothetical protein
CNAG_07420,N/A,hypothetical protein
CNAG_07421,N/A,hypothetical protein
CNAG_07422,N/A,delayed-type hypersensitivity antigen
CNAG_07423,N/A,hypothetical protein
CNAG_07424,N/A,"DNA-directed RNA polymerase I, II, and III subunit RPABC4"
CNAG_07425,N/A,hypothetical protein
CNAG_07426,N/A,proteasome maturation protein
CNAG_07427,N/A,Casein kinase II
CNAG_07428,N/A,hypothetical protein
CNAG_07429,N/A,asparagine-tRNA ligase
CNAG_07430,N/A,transcription factor binding protein
CNAG_07431,N/A,MATE family multidrug resistance protein
CNAG_07432,N/A,hypothetical protein
CNAG_07433,N/A,hypothetical protein
CNAG_07434,N/A,"HAD hydrolase, family IIID, variant"
CNAG_07435,N/A,"Transcriptional activator HAP2, putative"
CNAG_07436,N/A,hypothetical protein
CNAG_07437,N/A,3-keto sterol reductase
CNAG_07438,N/A,3-keto sterol reductase
CNAG_07439,N/A,U3 small nucleolar RNA-associated protein 21
CNAG_07440,N/A,nuclear distribution protein PAC1
CNAG_07441,N/A,hypothetical protein
CNAG_07442,N/A,phosphatidylglycerol/phosphatidylinositol transfer protein
CNAG_07443,N/A,hypothetical protein
CNAG_07444,N/A,hypothetical protein
CNAG_07445,N/A,transketolase
CNAG_07446,N/A,mitochondrial protein
CNAG_07447,N/A,hypothetical protein
CNAG_07448,N/A,"urea transporter, putative"
CNAG_07449,N/A,amino acid transporter
CNAG_07450,N/A,hypothetical protein
CNAG_07453,N/A,hypothetical protein
CNAG_07454,N/A,hypothetical protein
CNAG_07455,N/A,hypothetical protein
CNAG_07456,N/A,hypothetical protein
CNAG_07457,N/A,hypothetical protein
CNAG_07458,N/A,hypothetical protein
CNAG_07459,N/A,hypothetical protein
CNAG_07460,N/A,heat shock transcription factor
CNAG_07461,N/A,hypothetical protein
CNAG_07462,N/A,hypothetical protein
CNAG_07463,N/A,separase
CNAG_07464,N/A,Mbp1 and Swi4-like APSES protein 1
CNAG_07465,N/A,hypothetical protein
CNAG_07466,N/A,"U3 small nucleolar RNA-associated protein 7, variant 2"
CNAG_07469,N/A,nuclear pore complex protein Nup98-Nup96
CNAG_07470,N/A,high-affinity phosphodiesterase
CNAG_07471,N/A,hypothetical protein
CNAG_07472,N/A,hypothetical protein
CNAG_07473,N/A,valine-tRNA ligase
CNAG_07474,N/A,AP-2 complex subunit mu-1
CNAG_07475,N/A,hypothetical protein
CNAG_07476,N/A,hypothetical protein
CNAG_07477,N/A,hypothetical protein
CNAG_07478,N/A,hypothetical protein
CNAG_07479,N/A,hypothetical protein
CNAG_07480,N/A,cytochrome b5 reductase
CNAG_07481,N/A,hypothetical protein
CNAG_07482,N/A,SCF-associated factor 1
CNAG_07483,N/A,DNA polymerase zeta subunit
CNAG_07485,N/A,membrane protein
CNAG_07486,N/A,hypothetical protein
CNAG_07487,N/A,F-type H -transporting ATPase subunit D
CNAG_07488,N/A,hypothetical protein
CNAG_07489,N/A,hypothetical protein
CNAG_07490,N/A,hypothetical protein
CNAG_07491,N/A,glutaredoxin
CNAG_07492,N/A,hypothetical protein
CNAG_07493,N/A,hypothetical protein
CNAG_07494,N/A,U3 small nucleolar RNA-associated protein MPP10
CNAG_07495,N/A,hypothetical protein
CNAG_07496,N/A,hypothetical protein
CNAG_07497,N/A,hypothetical protein
CNAG_07498,N/A,hypothetical protein
CNAG_07499,N/A,Chitin synthase
CNAG_07502,N/A,CTP synthase
CNAG_07505,N/A,"hypothetical protein, variant"
CNAG_07506,N/A,"FKBP12-associated protein 1, putative"
CNAG_07507,N/A,protein kinase regulator
CNAG_07508,N/A,hypothetical protein
CNAG_07509,N/A,Xaa-Pro aminopeptidase
CNAG_07510,N/A,farnesyl-diphosphate farnesyltransferase
CNAG_07511,N/A,nucleolar protein 15
CNAG_07512,N/A,hypothetical protein
CNAG_07513,N/A,hypothetical protein
CNAG_07514,N/A,Sec7 domain-containing protein
CNAG_07515,N/A,hypothetical protein
CNAG_07516,N/A,hypothetical protein
CNAG_07517,N/A,hypothetical protein
CNAG_07518,N/A,ribonuclease P/MRP protein subunit POP5
CNAG_07519,N/A,hypothetical protein
CNAG_07520,N/A,endopeptidase
CNAG_07521,N/A,hypothetical protein
CNAG_07522,N/A,hypothetical protein
CNAG_07523,N/A,hypothetical protein
CNAG_07524,N/A,AMP deaminase
CNAG_07525,N/A,hypothetical protein
CNAG_07526,N/A,hypothetical protein
CNAG_07527,N/A,"alpha-1,6-mannosyltransferase"
CNAG_07528,N/A,hypothetical protein
CNAG_07529,N/A,"threonine ammonia-lyase, biosynthetic"
CNAG_07530,N/A,hypothetical protein
CNAG_07531,N/A,"pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2"
CNAG_07532,N/A,hypothetical protein
CNAG_07533,N/A,hypothetical protein
CNAG_07534,N/A,Trafficking protein particle complex II-specific subunit 130
CNAG_07535,N/A,small subunit ribosomal protein S16
CNAG_07536,N/A,DNA-directed RNA polymerase I subunit RPA43
CNAG_07537,N/A,mitochondrial GTPase 1
CNAG_07538,N/A,calcium/proton exchanger
CNAG_07539,N/A,replication factor C subunit 1
CNAG_07540,N/A,hypothetical protein
CNAG_07541,N/A,proteasome assembly chaperone 2
CNAG_07542,N/A,hypothetical protein
CNAG_07544,N/A,sterol esterase
CNAG_07545,N/A,nuclear protein
CNAG_07546,N/A,peptide chain release factor 1
CNAG_07547,N/A,hypothetical protein
CNAG_07548,N/A,cytoplasmic protein
CNAG_07549,N/A,hypothetical protein
CNAG_07550,N/A,hypothetical protein
CNAG_07551,N/A,hypothetical protein
CNAG_07552,N/A,DNA repair protein Rad8
CNAG_07553,N/A,polycomb protein e(z)
CNAG_07554,N/A,capsular associated protein
CNAG_07555,N/A,hypothetical protein
CNAG_07556,N/A,hypothetical protein
CNAG_07557,N/A,ATP-binding cassette transporter
CNAG_07558,N/A,hypothetical protein
CNAG_07559,N/A,glucose-6-phosphate 1-epimerase
CNAG_07560,N/A,hypothetical protein
CNAG_07561,N/A,"6-phosphogluconate dehydrogenase, decarboxylating 1"
CNAG_07562,N/A,hypothetical protein
CNAG_07563,N/A,glutamate-tRNA ligase
CNAG_07564,N/A,hypothetical protein
CNAG_07565,N/A,transcription initiation factor TFIID subunit 9B
CNAG_07566,N/A,hypothetical protein
CNAG_07567,N/A,hypothetical protein
CNAG_07570,N/A,prenylated SNARE protein Ykt6p
CNAG_07571,N/A,hypothetical protein
CNAG_07572,N/A,elongator complex protein 3
CNAG_07573,N/A,DNA ligase 4
CNAG_07574,N/A,hypothetical protein
CNAG_07575,N/A,hypothetical protein
CNAG_07576,N/A,hypothetical protein
CNAG_07577,N/A,hypothetical protein
CNAG_07578,N/A,hypothetical protein
CNAG_07579,N/A,cytoplasmic protein
CNAG_07580,N/A,CAMK protein kinase
CNAG_07582,N/A,dynein light chain roadblock-type
CNAG_07583,N/A,"hypothetical protein, variant"
CNAG_07584,N/A,hypothetical protein
CNAG_07585,N/A,hypothetical protein
CNAG_07586,N/A,hypothetical protein
CNAG_07587,N/A,hypothetical protein
CNAG_07588,N/A,hypothetical protein
CNAG_07589,N/A,xylitol dehydrogenase
CNAG_07590,N/A,V-type H -transporting ATPase subunit C
CNAG_07591,N/A,mitochondrial metalloendopeptidase OMA1
CNAG_07592,N/A,hypothetical protein
CNAG_07593,N/A,hypothetical protein
CNAG_07594,N/A,hypothetical protein
CNAG_07595,N/A,hypothetical protein
CNAG_07596,N/A,hypothetical protein
CNAG_07597,N/A,hypothetical protein
CNAG_07598,N/A,importin-alpha export receptor
CNAG_07599,N/A,DNA mismatch repair protein PMS2
CNAG_07600,N/A,Beta-glucosidase
CNAG_07601,N/A,hypothetical protein
CNAG_07604,N/A,metalloreductase
CNAG_07605,N/A,hypothetical protein
CNAG_07607,N/A,chaperone regulator
CNAG_07608,N/A,hypothetical protein
CNAG_07609,N/A,ATP-dependent RNA helicase DDX51/DBP6
CNAG_07610,N/A,hypothetical protein
CNAG_07611,N/A,hypothetical protein
CNAG_07612,N/A,hypothetical protein
CNAG_07613,N/A,hypothetical protein
CNAG_07618,N/A,hypothetical protein
CNAG_07619,N/A,"ATP-binding cassette, subfamily G (WHITE), member 2, PDR"
CNAG_07620,N/A,hypothetical protein
CNAG_07621,N/A,hypothetical protein
CNAG_07622,N/A,COP9 signalosome complex subunit 1
CNAG_07624,N/A,hypothetical protein
CNAG_07625,N/A,plasma membrane protein
CNAG_07626,N/A,NAD-binding Rossmann fold oxidoreductase
CNAG_07627,N/A,hypothetical protein
CNAG_07628,N/A,translation initiation factor 3 subunit C
CNAG_07629,N/A,endopolyphosphatase
CNAG_07630,N/A,U3 small nucleolar ribonucleoprotein IMP4
CNAG_07631,N/A,hypothetical protein
CNAG_07633,N/A,hypothetical protein
CNAG_07634,N/A,hypothetical protein
CNAG_07635,N/A,kinetochore protein NDC80
CNAG_07636,N/A,protoplast regeneration and killer toxin resistance protein
CNAG_07637,N/A,large subunit ribosomal protein L3
CNAG_07638,N/A,hypothetical protein
CNAG_07639,N/A,Triacylglycerol lipase
CNAG_07640,N/A,hypothetical protein
CNAG_07641,N/A,Monosaccharide transporter
CNAG_07642,N/A,hypothetical protein
CNAG_07643,N/A,hypothetical protein
CNAG_07644,N/A,hypothetical protein
CNAG_07645,N/A,hypothetical protein
CNAG_07646,N/A,hypothetical protein
CNAG_07647,N/A,voltage-gated chloride channel protein
CNAG_07648,N/A,hypothetical protein
CNAG_07649,N/A,hypothetical protein
CNAG_07650,N/A,hypothetical protein
CNAG_07651,N/A,DEAD-box ATP-dependent RNA helicase 26
CNAG_07652,N/A,hypothetical protein
CNAG_07653,N/A,hypothetical protein
CNAG_07654,N/A,hypothetical protein
CNAG_07655,N/A,hypothetical protein
CNAG_07657,N/A,U3 small nucleolar RNA-associated protein 19
CNAG_07658,N/A,hypothetical protein
CNAG_07659,N/A,hypothetical protein
CNAG_07660,N/A,"pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit"
CNAG_07661,N/A,hypothetical protein
CNAG_07662,N/A,hypothetical protein
CNAG_07663,N/A,hypothetical protein
CNAG_07664,N/A,mitochondrial protein
CNAG_07665,N/A,hypothetical protein
CNAG_07666,N/A,hypothetical protein
CNAG_07667,N/A,HAL protein kinase
CNAG_07668,N/A,hypothetical protein
CNAG_07669,N/A,sorting nexin-3
CNAG_07670,N/A,hypothetical protein
CNAG_07671,N/A,hypothetical protein
CNAG_07672,N/A,hypothetical protein
CNAG_07673,N/A,hypothetical protein
CNAG_07674,N/A,hypothetical protein
CNAG_07675,N/A,neurofibromin 1
CNAG_07676,N/A,ATP-dependent RNA helicase DBP2-A
CNAG_07677,N/A,hypothetical protein
CNAG_07678,N/A,hypothetical protein
CNAG_07679,N/A,transcription elongation factor S-II
CNAG_07680,N/A,transcriptional activator hap5
CNAG_07681,N/A,hypothetical protein
CNAG_07682,N/A,"hypothetical protein, variant"
CNAG_07683,N/A,hypothetical protein
CNAG_07684,N/A,hypothetical protein
CNAG_07685,N/A,UMF1 family MFS transporter
CNAG_07686,N/A,topoisomerase 1-associated factor 1
CNAG_07687,N/A,hypothetical protein
CNAG_07688,N/A,hypothetical protein
CNAG_07689,N/A,pre-mRNA-splicing factor cwc22
CNAG_07690,N/A,hypothetical protein
CNAG_07691,N/A,hypothetical protein
CNAG_07692,N/A,nucleoside phosphatase
CNAG_07693,N/A,high-affinity methionine permease
CNAG_07694,N/A,nicotinate (nicotinamide) nucleotide adenylyltransferase
CNAG_07695,N/A,gamma-aminobutyric acid transporter
CNAG_07697,N/A,hypothetical protein
CNAG_07698,N/A,hypothetical protein
CNAG_07699,N/A,zinc finger family protein
CNAG_07700,N/A,hypothetical protein
CNAG_07701,N/A,putative copper ion transporter
CNAG_07702,N/A,hypothetical protein
CNAG_07703,N/A,hypothetical protein
CNAG_07704,N/A,hypothetical protein
CNAG_07705,N/A,hypothetical protein
CNAG_07706,N/A,hypothetical protein
CNAG_07707,N/A,glycoside hydrolase family 3 domain-containing protein
CNAG_07708,N/A,hypothetical protein
CNAG_07709,N/A,hypothetical protein
CNAG_07710,N/A,hypothetical protein
CNAG_07711,N/A,hypothetical protein
CNAG_07712,N/A,NAD-dependent histone deacetylase SIR2
CNAG_07713,N/A,hypothetical protein
CNAG_07715,N/A,hypothetical protein
CNAG_07716,N/A,hypothetical protein
CNAG_07717,N/A,ubiquitin carboxyl-terminal hydrolase 4/11/15
CNAG_07718,N/A,Intersectin 1
CNAG_07719,N/A,26S protease regulatory subunit 7
CNAG_07720,N/A,"presequence translocated-associated motor subunit PAM17, mitochondrial"
CNAG_07722,N/A,pumilio domain-containing protein c
CNAG_07723,N/A,hypothetical protein
CNAG_07724,N/A,Metal-binding regulatory protein CUF1
CNAG_07725,N/A,HMG box factor
CNAG_07727,N/A,hypothetical protein
CNAG_07728,N/A,"solute carrier family 39 (zinc transporter), member 1/2/3"
CNAG_07729,N/A,hypothetical protein
CNAG_07730,N/A,tricarboxylate transporter
CNAG_07731,N/A,hypothetical protein
CNAG_07732,N/A,amidohydrolase 2
CNAG_07733,N/A,hypothetical protein
CNAG_07734,N/A,hypothetical protein
CNAG_07735,N/A,U3 small nucleolar RNA-associated protein 25
CNAG_07736,N/A,"glucan endo-1,3-alpha-glucosidase agn1"
CNAG_07737,N/A,hypothetical protein
CNAG_07738,N/A,hypothetical protein
CNAG_07739,N/A,hypothetical protein
CNAG_07740,N/A,hypothetical protein
CNAG_07741,N/A,cytoplasmic protein
CNAG_07742,N/A,hypothetical protein
CNAG_07743,N/A,hypothetical protein
CNAG_07744,N/A,1-phosphatidylinositol 4-kinase
CNAG_07745,N/A,"alcohol dehydrogenase, propanol-preferring"
CNAG_07746,N/A,methylenetetrahydrofolate dehydrogenase (NADP)
CNAG_07747,N/A,acyl-CoA oxidase
CNAG_07748,N/A,tRNA (uracil-5-)-methyltransferase TRM9
CNAG_07749,N/A,3-ketodihydrosphingosine reductase tsc10
CNAG_07751,N/A,siderophore iron transporter mirB
CNAG_07752,N/A,UDP-galactopyranose mutase
CNAG_07753,N/A,hypothetical protein
CNAG_07754,N/A,hypothetical protein
CNAG_07755,N/A,hypothetical protein
CNAG_07756,N/A,cell division control protein
CNAG_07757,N/A,hypothetical protein
CNAG_07758,N/A,hypothetical protein
CNAG_07759,N/A,hypothetical protein
CNAG_07760,N/A,hypothetical protein
CNAG_07762,N/A,hypothetical protein
CNAG_07763,N/A,hypothetical protein
CNAG_07764,N/A,hypothetical protein
CNAG_07765,N/A,hypothetical protein
CNAG_07766,N/A,DNA polymerase lambda subunit
CNAG_07767,N/A,hypothetical protein
CNAG_07768,N/A,hypothetical protein
CNAG_07769,N/A,E3 ubiquitin-protein ligase HUWE1
CNAG_07770,N/A,ferric-chelate reductase
CNAG_07771,N/A,peptidase
CNAG_07772,N/A,hypothetical protein
CNAG_07773,N/A,hypothetical protein
CNAG_07774,N/A,hypothetical protein
CNAG_07775,N/A,hypothetical protein
CNAG_07776,N/A,tRNA pseudouridine(38-40) synthase
CNAG_07777,N/A,hypothetical protein
CNAG_07778,N/A,translation initiation factor 2 subunit 1
CNAG_07779,N/A,D-glycerate 3-kinase
CNAG_07780,N/A,"geranylgeranyl diphosphate synthase, type III"
CNAG_07781,N/A,"ATP-dependent bile acid transporter, variant"
CNAG_07782,N/A,oxidoreductase
CNAG_07784,N/A,hypothetical protein
CNAG_07785,N/A,hypothetical protein
CNAG_07786,N/A,hypothetical protein
CNAG_07787,N/A,hypothetical protein
CNAG_07788,N/A,hypothetical protein
